"Início dos relatórios","Término dos relatórios","Nome do anúncio",Idade,Alcance,Impressões,"Cliques (todos)","Engajamento com a Página","Valor usado (BRL)"
2023-02-15,2023-02-15,"Publicação do Instagram: Nosso box salmão é tudo...",35-44,386,386,0,2,3.71
2023-02-15,2023-02-15,"BOX SALMÃO",45-54,4,4,0,,0.02
2023-02-13,2023-02-13,"Publicação do Instagram: É o toque final que faz...",45-54,72,72,0,1,1.12
2023-02-13,2023-02-13,"Publicação do Instagram: É o toque final que faz...",25-34,395,403,0,1,2.49
2023-02-13,2023-02-13,"Publicação do Instagram: É o toque final que faz...",18-24,266,268,0,,1.22
2023-02-13,2023-02-13,"Publicação do Instagram: Está com fome e não sabe...",18-24,443,452,0,,2.1
2023-02-13,2023-02-13,"Publicação do Instagram: Se você mora perto da...",45-54,11,11,0,,0.04
2023-02-13,2023-02-13,"Publicação do Instagram: Se você mora perto da...",35-44,45,45,0,,0.36
2023-02-13,2023-02-13,"Publicação do Instagram: Se você mora perto da...",25-34,93,93,0,1,0.81
2023-02-13,2023-02-13,"Publicação do Instagram: Se você mora perto da...",18-24,52,52,0,,0.18
2023-02-13,2023-02-13,"BOX CAMARÃO",45-54,4,4,0,,0.03
2023-02-13,2023-02-13,BATAYAKI,25-34,1,1,0,,0.01
2023-02-12,2023-02-12,"Publicação do Instagram: Se você mora perto da...",45-54,2,2,0,,0.03
2023-02-12,2023-02-12,"Publicação do Instagram: Se você mora perto da...",35-44,7,7,0,,0.04
2023-02-12,2023-02-12,"Publicação do Instagram: Se você mora perto da...",25-34,13,13,0,,0.04
2023-02-12,2023-02-12,"Publicação do Instagram: Se você mora perto da...",18-24,2,2,0,,0
2023-02-12,2023-02-12,"BOX MIX",45-54,1,1,0,,0
2023-02-12,2023-02-12,"BOX MIX",35-44,1,1,0,,0.01
2023-02-12,2023-02-12,"BOX MIX",25-34,3,4,0,,0.02
2023-02-12,2023-02-12,"BOX MIX",18-24,1,1,0,,0
2023-02-12,2023-02-12,"BOX CAMARÃO",45-54,1,1,0,,0.03
2023-02-12,2023-02-12,"BOX CAMARÃO",35-44,8,8,0,,0.04
2023-02-12,2023-02-12,"BOX SALMÃO",45-54,1,1,0,,0
2023-02-12,2023-02-12,"BOX SALMÃO",18-24,16,16,0,,0.07
2023-02-12,2023-02-12,"BOX CAMARÃO",25-34,1,1,0,,0
2023-02-12,2023-02-12,"BOX MIX",35-44,1,1,0,,0
2023-02-12,2023-02-12,"BOX MIX",25-34,1,1,0,,0
2023-02-11,2023-02-11,TEMAKIS,25-34,1,1,0,,0
2023-02-11,2023-02-11,SUSHIS,25-34,1,1,0,,0
2023-02-11,2023-02-11,"BOX CASAL",35-44,2,2,0,,0
2023-02-11,2023-02-11,"BOX CASAL",25-34,4,4,0,,0
2023-02-11,2023-02-11,"BOX CASAL",18-24,1,1,0,,0
2023-02-11,2023-02-11,SUSHIS,45-54,5,5,0,,0.07
2023-02-11,2023-02-11,SUSHIS,35-44,26,27,1,1,0.18
2023-02-11,2023-02-11,SUSHIS,25-34,37,38,0,,0.19
2023-02-11,2023-02-11,SUSHIS,18-24,9,9,0,,0.05
2023-02-11,2023-02-11,TEMAKIS,45-54,91,94,0,,0.83
2023-02-11,2023-02-11,TEMAKIS,35-44,359,380,5,1,3.02
2023-02-11,2023-02-11,TEMAKIS,25-34,514,543,6,3,2.72
2023-02-11,2023-02-11,TEMAKIS,18-24,162,171,0,,0.6
2023-02-11,2023-02-11,"BOX CASAL",45-54,202,230,11,5,2.95
2023-02-11,2023-02-11,"BOX CASAL",35-44,860,964,26,13,8.95
2023-02-11,2023-02-11,"BOX CASAL",25-34,1049,1134,10,7,6.59
2023-02-11,2023-02-11,"BOX CASAL",18-24,294,315,6,1,1.36
2023-02-11,2023-02-11,SUSHIS,35-44,2,2,0,,0
2023-02-11,2023-02-11,SUSHIS,25-34,2,2,0,,0
2023-02-11,2023-02-11,SUSHIS,18-24,1,1,0,,0
2023-02-11,2023-02-11,"BOX CASAL",45-54,5,5,0,,0.02
2023-02-11,2023-02-11,"BOX CASAL",35-44,7,7,0,,0.06
2023-02-11,2023-02-11,"BOX CASAL",25-34,5,5,0,,0.02
2023-02-11,2023-02-11,"BOX CASAL",18-24,5,5,0,,0.01
2023-02-11,2023-02-11,TEMAKIS,35-44,1,1,0,,0
2023-02-11,2023-02-11,TEMAKIS,25-34,2,2,0,,0
2023-02-11,2023-02-11,TEMAKIS,18-24,2,2,0,,0
2023-02-10,2023-02-10,TEMAKIS,45-54,100,105,0,,0.9
2023-02-10,2023-02-10,TEMAKIS,45-54,12,12,0,,0.48
2023-02-10,2023-02-10,TEMAKIS,35-44,55,56,0,,0.9
2023-02-10,2023-02-10,TEMAKIS,25-34,71,72,0,1,1.17
2023-02-10,2023-02-10,TEMAKIS,18-24,26,27,0,,0.19
2023-02-10,2023-02-10,VITRINE,25-34,659,688,3,2,4.57
2023-02-10,2023-02-10,VITRINE,18-24,251,256,1,1,1.42
2023-02-10,2023-02-10,"BOX CASAL",45-54,179,187,2,2,3.08
2023-02-10,2023-02-10,"BOX CASAL",35-44,529,555,5,1,8.78
2023-02-10,2023-02-10,"BOX CASAL",25-34,483,501,1,1,2.85
2023-02-10,2023-02-10,"BOX CASAL",18-24,117,125,0,1,0.83
2023-02-10,2023-02-10,"BOX CASAL",25-34,996,1056,11,1,8.112166
2023-02-10,2023-02-10,"BOX CASAL",18-24,222,238,1,2,1.38299
2023-02-10,2023-02-10,"BOX CASAL",45-54,29,30,0,2,0.46
2023-02-10,2023-02-10,"BOX CASAL",35-44,68,70,2,1,0.79
2023-02-10,2023-02-10,"BOX CASAL",25-34,55,56,0,,0.36
2023-02-10,2023-02-10,"BOX CASAL",18-24,5,5,0,,0.06
2023-02-10,2023-02-10,"BOX CASAL",45-54,10,10,0,,0.08
2023-02-10,2023-02-10,"BOX CASAL",35-44,84,84,0,,0.76
2023-02-10,2023-02-10,"BOX CASAL",45-54,12,12,1,2,0.34
2023-02-10,2023-02-10,"BOX CASAL",35-44,18,19,0,,0.33
2023-02-10,2023-02-10,"BOX CASAL",25-34,19,19,0,,0.18
2023-02-10,2023-02-10,"BOX CASAL",18-24,5,7,0,,0.04
2023-02-09,2023-02-09,TEMAKIS,35-44,1,1,0,,0.01
2023-02-09,2023-02-09,TEMAKIS,25-34,2,2,0,1,0.05
2023-02-09,2023-02-09,"BOX CASAL",35-44,1,1,0,,0.01
2023-02-09,2023-02-09,"BOX CASAL",35-44,6,6,1,,0.04
2023-02-09,2023-02-09,"BOX CASAL",25-34,4,4,0,,0.01
2023-02-09,2023-02-09,"BOX CASAL",45-54,22,22,0,,0.15
2023-02-09,2023-02-09,"BOX CASAL",45-54,262,280,2,2,5.428265
2023-02-09,2023-02-09,"BOX CASAL",25-34,665,696,7,8,6.950583
2023-02-09,2023-02-09,"BOX CASAL",18-24,154,161,4,3,1.802745
2023-02-08,2023-02-08,"BOX CASAL",18-24,89,92,0,,0.48
2023-02-08,2023-02-08,"BOX CASAL",45-54,13,13,0,,0.111183
2023-02-08,2023-02-08,"BOX CASAL",25-34,154,156,1,2,1.253333
2023-02-07,2023-02-07,"BOX CASAL",65+,24,24,0,,0.85
2023-02-07,2023-02-07,"BOX CASAL",55-64,39,40,2,1,1.06
2023-02-07,2023-02-07,"BOX CASAL",45-54,29,30,2,1,1.51
2023-02-07,2023-02-07,"BOX CASAL",35-44,27,28,0,,0.49
2023-02-07,2023-02-07,"BOX CASAL",25-34,15,15,0,,0.21
2023-02-07,2023-02-07,"BOX CASAL",18-24,8,8,0,,0.09
2023-02-07,2023-02-07,"BOX CASAL",18-24,144,153,2,,0.59
2023-02-07,2023-02-07,"BOX CASAL",18-24,21,21,0,,0.080717
2023-02-07,2023-02-07,"BOX CASAL",45-54,31,31,0,,0.446747
2023-02-07,2023-02-07,"BOX CASAL",35-44,381,394,2,,2.506747
2023-02-07,2023-02-07,"BOX CASAL",45-54,7,8,0,,0.090826
2023-02-07,2023-02-07,"BOX CASAL",35-44,99,105,1,,1.261468
2023-02-07,2023-02-07,"BOX CASAL",25-34,110,119,3,,0.847706
2023-02-07,2023-02-07,"BOX CASAL",25-34,112,124,1,2,2.22
2023-02-07,2023-02-07,"BOX CASAL",18-24,41,43,0,2,0.34
2023-02-07,2023-02-07,"BOX CASAL",45-54,20,21,0,,0.565534
2023-02-07,2023-02-07,"BOX CASAL",35-44,163,179,2,2,3.059941
2023-02-07,2023-02-07,"BOX CASAL",25-34,106,113,1,,1.484526
2023-02-07,2023-02-07,"BOX CASAL",25-34,157,162,2,1,2.280604
2023-02-07,2023-02-07,"BOX CASAL",18-24,99,104,6,2,1.060281
2023-02-06,2023-02-06,"BOX CASAL",18-24,108,113,0,,0.49
2023-02-06,2023-02-06,"BOX CASAL",65+,3,3,0,,0.02
2023-02-06,2023-02-06,"BOX CASAL",55-64,5,5,0,,0.09
2023-02-06,2023-02-06,"BOX CASAL",45-54,4,4,0,,0.06
2023-02-06,2023-02-06,"BOX CASAL",35-44,2,2,0,,0.02
2023-02-06,2023-02-06,"BOX CASAL",25-34,7,7,0,,0.01
2023-02-06,2023-02-06,"BOX CASAL",18-24,5,5,0,,0
2023-02-06,2023-02-06,"BOX CASAL",45-54,1,1,0,,0.01
2023-02-06,2023-02-06,"BOX CASAL",35-44,15,16,0,,0.26
2023-02-06,2023-02-06,"BOX CASAL",25-34,8,8,2,1,0.09
